8.386308506353934433e+00,7.344567286541180238e+02,3.503788690072162240e+02,-1.084806935721691730e+02,-1.484479580603382090e+02,4.907793130835887752e+01,-1.592628432709008166e+02,1.790112005703711588e+02,-8.247740165814446911e+00,2.678513531281055862e+02,1.020077064140329952e+02,-2.105085405972820922e+02,9.031904146497039676e+01,-3.479676143191542081e+01,-1.420941870666464695e+02,-4.571649787732945924e+01,2.663548297015569943e+01,4.233456756134262378e+01,-4.524581803367394173e+01,-9.722267199520413072e+00
4.924974661800543885e+01,7.863298239227594877e+02,-3.604499444591737642e+02,-1.941787374992366040e+02,3.287572473767945098e+02,1.036046114912992477e+00,2.476573534055377195e+02,-4.739884385463116132e+02,-5.207943822301073311e+01,-1.734108985880252760e+02,-9.156158394796298694e+01,1.209967139731335095e+02,-2.558342472134993955e+02,-6.937699466457259234e+01,-1.054371926329503140e+02,5.039872731786152826e+01,-4.070026307810659461e+01,6.055562036495192046e+01,-2.585888338711354706e+01,9.779176765873293675e+01
8.146610274193576515e+02,-5.519522392073123456e+02,2.049813731537277022e+02,1.263334740468692132e+02,1.096267083231941086e+02,3.946512691178931505e+02,-2.007295508510375157e+02,4.622731341187615328e+01,2.888062658328618113e+02,-2.315807836818672527e+01,-2.360072542296904601e+02,1.232122914065122643e+02,-2.380708222053495149e+01,1.541169991363282747e+02,-1.816764316389127600e+02,-1.128844819734101357e+01,-9.211184843254537569e+00,-4.340945196107591642e+01,2.317412503846701455e+01,6.364573345048428621e+01
-2.133302011168069896e+02,-4.763980969782957686e+01,-2.293513812822930902e+02,-4.710184861823850042e+02,-4.707360376402996849e+02,6.267547004135357724e+01,-7.334227099108883863e+01,3.021512917707957513e+02,-9.220291573950406772e+00,-1.960225392874791623e+02,4.725531466343414166e+01,9.644263413274731533e+01,-1.323517966879711310e+02,5.316822005363393799e+01,-3.010694421645965235e+01,-2.331860725985998499e+02,-7.686462623591669541e+00,-2.890587625654903192e+01,3.154695826817352255e+01,3.559707070150460950e+00
4.524444825584535579e+01,6.280994662835870486e+02,-3.880109509721904715e+02,1.722737769189494941e+02,-2.020090820781746856e+02,-4.880901983709561875e+01,-3.191974689355330952e+02,-7.313266131090817623e+01,1.374245054842259606e+02,-2.488180611542557585e+02,-1.021715097813157342e+02,2.378430228918275713e+00,8.734454135756270432e+01,8.779754920536694840e+01,2.199942636015571651e+01,-3.250069283583432167e+01,1.550794663284682606e+01,8.419871059561485538e+01,5.720959239760362891e+01,-9.557657728958839982e+01
-9.578818943177053598e+02,-1.344611890322945271e+02,-9.962650198857227224e+01,-6.880039765200258728e+01,2.111167903612453358e+02,-1.654154544095096924e+02,-5.931442323836820130e+00,1.648570502421200956e+02,-1.534538959053127769e+02,1.022394634897822243e+02,-2.873646368666574631e+02,2.861651674994241148e+02,1.087333258075060485e+02,-2.550046561791312456e+02,-3.240795362559816795e+02,2.847328781446971746e+01,5.773674819426894089e+01,-1.247034181797569516e+02,1.200969218166583090e+02,-1.031827231244404430e+02
-3.416022768216550958e+02,-4.100638303208494904e+02,-8.006918950776768042e+02,-8.312158609641015516e+01,-1.027167084590640087e+02,-1.281034403454988890e+01,-3.958924154459511158e+01,-2.101414685430449847e+00,1.812554293320239083e+02,3.752543882066526066e+02,2.010942283184655537e+02,5.885083187465917831e+01,4.531420146375560876e+01,-9.256840740707544057e+01,1.302664750294844964e+02,3.658866206608519178e+01,3.805107940002586275e+01,5.131105354853506384e+01,3.172374909224877726e+01,1.645714473944923100e+02
8.334199150445973601e+02,-2.796817647366833057e+02,-3.956771200080527251e+01,5.966653588521205620e+01,3.395817634447465139e+02,-2.705326562294798691e+02,2.815501363904826917e+02,2.020399528133352760e+02,-5.524387668616843428e+01,-1.056502075099410121e+02,2.477076818628149510e+02,-1.728689850659014269e+02,-8.494983029911512773e+00,2.515314044311140584e+00,-1.278421005616462338e+02,9.076736187680933199e+01,1.258830470058362465e+02,1.132404683587689647e+02,3.225491785858002913e+01,-8.882913399861232051e+01
4.962231340795391361e+02,4.218759974212451311e+02,-1.144114079120722067e+02,-2.427073640718807326e+02,-2.267425152975907920e+01,-6.615865629670604164e+01,1.092643974215657749e+02,9.870150242417864206e+01,-6.326350606614137462e+01,-3.914308753212609293e+00,-1.596395065145051149e+02,-1.586405822379150550e+02,1.827084508370586491e+02,-1.059039913225900733e+02,1.287616799882915757e+02,1.148036350735555686e+02,-5.001840096872077090e+00,-6.244313945875047267e+01,-1.964861322421718981e+01,1.104776838802741992e+02
-1.031123058611134184e+03,-1.469096313885608254e+02,7.374606161961957014e+02,-3.325096918803533868e+02,4.961609571922447230e+02,-2.339234165833931627e+02,-7.407429468433393538e+01,-1.915489710156623744e+02,2.401685388544731836e+02,-1.065297417596809026e+02,-2.306917390394343670e+01,-5.747927980029731287e+01,1.176446621013406002e+02,9.011398397692204298e+01,1.541451348619254347e+01,1.652902367626703750e+01,1.258029784935215076e+02,-6.685464440311498890e+01,1.863339754783292168e+00,2.931943512672276952e+01
