2.618629423635014518e+03,2.735717325056070422e+03,2.641736297594116422e+03,2.573610822916279176e+03,2.838184096220631091e+03,3.028192969899956552e+03,2.674646586788004242e+03,2.801458595263488860e+03,2.609804072662009730e+03,1.879046771344686704e+03,2.837541031998275685e+03,2.287171183032435692e+03,3.003886446238971985e+03,2.640913129848628614e+03,2.790684271878790696e+03,2.370031502149546668e+03,2.876046291493007175e+03,2.438652105359162306e+03,2.778828268767310419e+03,2.585511223437345961e+03
1.972249786837541251e+03,1.866383272034377569e+03,2.039120304420954653e+03,1.832025400670559520e+03,1.531060288641449006e+03,2.162333433116682045e+03,1.920619331975766045e+03,1.943359148957246362e+03,2.077123104199235513e+03,2.569568151797644532e+03,2.127826897414059204e+03,2.133035134044277129e+03,2.046412311833052627e+03,1.936782347399165928e+03,2.214411632873169310e+03,2.313539339146533621e+03,2.011842833915533220e+03,2.162719265949070632e+03,1.990855084549789581e+03,2.065945008677423630e+03
2.126759395046399732e+03,1.867378102744302851e+03,1.791039128199083052e+03,2.147857152027371285e+03,1.950062004049156030e+03,1.966733645489939363e+03,1.521011695706648879e+03,1.830916970260537255e+03,2.076871740965497338e+03,2.385399102367547130e+03,2.024300486406049913e+03,2.084270220259493726e+03,1.881870590151220085e+03,1.888406493455781401e+03,2.050741347856341690e+03,2.421425234829263445e+03,1.867654805374809712e+03,1.842885603511523186e+03,2.090651233816707645e+03,1.743657944438734830e+03
2.131476402538150523e+03,2.227871721259569313e+03,2.298382227937709558e+03,1.693030759469940676e+03,1.885047887387593391e+03,2.520571686302687340e+03,2.238406240087635069e+03,2.166659469334660116e+03,2.177304622970174933e+03,2.485999296061049790e+03,2.385556310673974622e+03,2.133681908121061042e+03,2.416897321446897877e+03,2.124137892334055778e+03,2.433606299462318020e+03,2.361655626806173586e+03,2.273267099559523558e+03,2.295287024563377145e+03,2.133763703140787584e+03,2.320914649557209941e+03
2.393499926541609966e+03,2.334947283634076484e+03,2.158636608521811468e+03,2.430531922175220188e+03,2.388652336182051840e+03,2.499645816494072278e+03,2.058596851900302681e+03,2.345642517893565582e+03,2.367995703253391184e+03,2.426577740147238728e+03,2.476168643426419749e+03,2.225426497460076462e+03,2.492498446288360356e+03,2.210155676388315442e+03,2.491252656976718299e+03,2.532581094475132886e+03,2.386024996589479542e+03,1.866582539394383502e+03,2.490242439784261478e+03,1.937704741770275177e+03
2.360721994102861572e+03,2.331134890848858959e+03,2.408536150790873762e+03,2.487481210890390230e+03,2.458220285831096589e+03,2.830134270510626266e+03,2.587475320426147391e+03,2.644175419365329162e+03,2.592302730033638454e+03,2.047094509867672059e+03,2.611153746737330948e+03,2.059146855839743694e+03,2.823344766036404053e+03,2.640295420455255226e+03,2.655405805247640274e+03,1.624778513153028825e+03,2.659375407492375871e+03,2.562220531621339433e+03,2.469300903632438349e+03,2.344179384951699376e+03
2.210438081264964694e+03,2.023481029831899377e+03,2.090580286064455322e+03,2.090552260834770550e+03,2.116735845176859129e+03,2.296902990178884465e+03,1.886366875115573748e+03,1.598603506269318586e+03,1.728367231799249566e+03,2.498373564215983151e+03,2.013707558743901927e+03,2.241094033767178644e+03,2.186026216242973987e+03,2.162667314930647080e+03,1.767129430650227050e+03,2.505707805502063820e+03,1.786018164545249647e+03,2.100754196436560960e+03,1.879053944826492398e+03,2.174139843817785277e+03
2.384820712857362196e+03,2.308330377111804410e+03,2.379121692163102580e+03,2.257519050120948577e+03,2.375154091756007801e+03,2.585853282917978049e+03,2.228530794225664977e+03,2.029343798997143494e+03,1.851424758388568080e+03,2.532034907074883449e+03,2.289986158795966730e+03,2.381562017455680689e+03,2.505599546768196888e+03,2.405319171986501260e+03,2.034492218149580594e+03,2.592814075657359808e+03,2.204143841892884666e+03,2.269897133114290227e+03,2.142118142023105975e+03,2.414181362457902196e+03
2.053633092769150608e+03,1.538222094031003280e+03,1.898842960633177654e+03,2.134092111384998589e+03,1.879369683441911320e+03,1.045941362635810947e+03,1.569046864277660234e+03,1.864239748339034804e+03,2.096809838871057309e+03,2.486018116871511211e+03,1.736623256935687778e+03,2.320014795787312778e+03,1.288001972837444782e+03,1.723879823257741464e+03,2.103766210660376146e+03,2.464156804760760224e+03,1.821290882863438128e+03,2.003416478634008627e+03,2.007706146976236823e+03,1.928928050985708978e+03
2.277939222844691812e+03,2.122767514545528684e+03,2.019614236662649091e+03,2.248827261692967113e+03,2.161776832226220449e+03,2.233271776574626983e+03,1.743791979726593127e+03,2.057835925933814906e+03,2.148471294885157477e+03,2.376875147980655129e+03,2.260232018520091970e+03,2.108803653079256037e+03,2.180690211485581131e+03,2.022903077319437443e+03,2.247657759206132141e+03,2.505741401575256077e+03,2.131467379730880566e+03,1.736431161929830068e+03,2.304894250157517945e+03,1.788504045711420076e+03
